HOSPITAL NAME,Address,CITY
Kalyan Cancer Canter,"At.Bapgaon ,Po.Lonad,Tal.Bhiwandi,Dist.Thane",Mumbai
Kamla Eye And Maternity Home,"A, G-4 Indra Complex, 60 Feet Road, Bhyander (W)",Mumbai
Kapadia Multispeciality Hospital,"M G Road, Opp. Raga Restaurant, Goregaon (W)",Mumbai
Kashiben Mangaldas Trust Hospital,"Harihar Niwas, Besant Street, Santacruz ( West ), Mumbai",Mumbai
Kataria Eye Clinic,"102/103, Kartar Bhawan, Above Central Bank of India",Mumbai
Kaushalya Medical Foundation Trust Hospital,"Ganeshwadi, Panchpakhadi, Behind Nitin Company",Mumbai
Kevalya Hospital,"Sidhi apartment, near vijay garden,opp. Suraj water park,G.B.Road, Thane (W)",Mumbai
Khadakpada Multispeciality Hospital,"Swami Prasad, First floor, Building no 3, Shelar Park, Above TJSB Bank, Khadakpada Circle Kalyan west",Mumbai
Khandwalas Eye Hospital & Hem Polyclinic,"D-31, Navmangal CHS Ltd, 1st Floor, Above Venilal Saree Shop, Next to Golden Tabacoo Factor, S V Road",Mumbai
Kharghar Multispeciality Hospital,"The Crown, First Flooor Plot No :15/16, Sec 15 Near ; D Mart Kharghar Navi Mumbai",Mumbai
Khushal Hospital & Maternity Home,"102/103, Karmavihar Bldg, Station Road",Mumbai
Kiran Care & Cure Pvt. Ltd.,"Sankalp (Ground Floor), Mistry Complex, Nr. Jankal, Andheri (E)",Mumbai
Kirti Nursing Home,"Kedarnath, Plot No 7, Sector-7, Near Charkop Bus Depo, Kandivali (W)",Mumbai
Kkasturi Medicare Pvt Ltd,"1 Harshniketan, Gaondevi Road, Behind Navrang, Bhayander (W)",Mumbai
Kohinoor Hospitals Private Limited,"Kohinoor City kirol road of LBS marg ,Kurla(W)",Mumbai
Kokan Hospital,"Areshwar Building, Opposite Dhiraj Darshan, Kokan Nagar, Shivneri Vasahat Road, Jogeshwari East , Mumbai",Mumbai
Kokilaben Dhirubhai Ambani Hospital,"Four Bunglows, Lokhandwala",Mumbai
Kolekar Hospital And Icu,"2nd and 3rd Floor, Onparkash Arcade, Ambedkar Garden , Chembur",Mumbai
Kolekar Nursing Home,N.G Acharya Marg Mukti Nagar Ghatla Chembur,Mumbai
Koparde Hospital,"1st Floor, Ashutosh Apt, Kalyan Road, Dombivli (E)",Mumbai
Krishna Hospital,"Prabhu Niwas, Meena Nagar, Ambadi Road, Vasai (W)",Mumbai
Krishna Leela Hospital,"Vishwakarma Plaza, First floor, Near PMG Bank, Malang Road, Kalyan (E), Thane",Mumbai
Krishna Nursing Home,"Neha Apts., LBS Marg, Bhandup (W)",Mumbai
Kusum Maternity Childrens & General Hospital,"Sadguru Arcade, 1st Floor, Near HDFC Bank, Opposite Modern Cafe, Phadke Cross Road , Dombivli (E), Thane",Mumbai
Lakecity Hospital,"2&3 Jai Siddhi Vinayak Premises, Near Cadbury Junction, Khopat, Thane (West)",Mumbai
Laxmi Eye Institute,"Near State Bank of India, Panvel, Hamid Mulla Road, Uran Road, raigad",Mumbai
Laxmi Health Care Centre & Iccu,"210/3042, Near Sangali Sahakari Bank, Tagor Nagar No 1, Vikhroli (E)",Mumbai
Laxmi Jyot Eye Hospital,"A-101, Dharamveer Building, Opposite Municipal School No 7",Mumbai
Laxmi Multispeciality Hospital & Icu,"Ghanshyam Bhuvan, Sector-3, Near Bank Of India, Ghansoli, Navi Mumbai",Mumbai
Leela Eye Institute,"Patel Plaza, 1 floor, Near Ajit scan centre Murbad road Kalyan",Mumbai
Life Care Hospital,"First floor, Radhika Apartment, Above HDFC Bank, Poona Link Road, Chakki Naka, Kalyan (E), Thane",Mumbai
Life Care Hospital,"M.S. Manzil, A-block road, Near Gurudwara , Shahad Station road(E), Ulhasnagar-01 (E) Thane",Mumbai
Life Care Hospital,"S-1, 1st Floor, Vedant Complex, Above ICICI Bank, Vartak Nagar, Thane West",Mumbai
Life Era hospital,"Granduer CHS. Shop No.16 , Plot No.33/34, Sector 20",Mumbai
Life Line Hospital,"Sai Arcade, Shivaji Road, Amit Appts., Opp.ST Stand",Mumbai
Life Line Hospital,"A/1 st floor, Shiv tower, Khopat, Thane W",Mumbai
Life Line Hospital,"Vishal Complex, A Wing, S V Road, Malad (W)",Mumbai
Life Line Multispeciality Hopsital,"CTS 618/1-3, Neal Malad Subway Malad (W)",Mumbai
Life Line Multispeciality Hospital,"1St Floor, Jyoti Apertment, Opp. Tata Amantra, Kalyan-Bhiwandi Bypass Road, Bhiwandi",Mumbai
Lifecare Charitable Hospital,"C Wing, Martin Commercial Complex, New Link Road, Opp Mother Mary English High School, Nallasopara(E)",Mumbai
Lifecare Multispeciality Hospital And Nursing Home,"Shop No, 1,2,18, Om Ajaili Apartment, Near policy Chowky, Vichume Village",Mumbai
Lifeline Medicare Hospital,"1st Floor, Takur Complex, Above Saraswath Bank, Asha Nagar Road, Near Wellness Forver, Kandivali (E)",Mumbai
Lifeline Medicare Hospital,"A-1, Gagan Chembers, Gokuldham, Goregaon (E)",Mumbai
Lifeline Medicare Hospital Pvt Ltd,"DLF Park, MTNL Signal ,S.V. Road, Goregaon West",Mumbai
Lifewave Hospital,"A-5, Sukh Sagar Mahal Chs, Bachani Nagar, Near Childrens Academy, Malad (E), Mumbai",Mumbai
Lions Service Centre Hospital,"Plot Number 101, Sector 7, Kopar Khairane, Navi Mumbai",Mumbai
Lotus Multispeciality Hospital,"Shop No.1, 2 & 3, Sathyam Apartment Dutta Mandhir Road, Village Road, Bhandup West, Mumbai",Mumbai
Lotus Multispeciality Hospital & Icu,"Balagi Sadan, Plot 20-D, Sec-15, Near Modern College, Vashi",Mumbai
Lotus Mutispeciality Hospital,"Ground floor, Vinayak Apartment, M.G.Road, Opp Vaishali Bhuvan, Kandivali (W), Mumbai",Mumbai
Lotuss Hospital,"B-4-5, / C1-2, Dev Paradise, Beveraly Park, Above IDBI Bank, Mira Road (E)",Mumbai
Maa Nursing Home And Netrajyoti Eyecare Centre,"Himachal Bldg,Opp.Sunder Nagar,S.V.Road,malad(w)",Mumbai
Maa Vaishnavi Multispeciality Hospital,"Next to Kopari, Telephone Exchange, Gurudwara Station road",Mumbai
Madhu Polyclinic & Nursing Home,"Mini Apts Opp Sarvodaya Nagar J M Road, Bhandup(W)",Mumbai
Mahaganpati Hospital,"Plot No. 75/75, Radhanagar, Near Saibaba Temple, Titwala E",Mumbai
Mahavir Hospital,"ARIHANT Bunglow, MB Estate, Ram Mandir Road, Virar, Thane",Mumbai
Mahavir Maternity &general Hospital,"Rushabh Apartment, Near JainTemple, Kurar Village, Malad (E) Mumbai",Mumbai
Mahesh Hospital,"Balaji Apartments, 1st Floor, Above Bank Of Baroda",Mumbai
Mallika Hospital,"Sharma Estate S.V. Road, Jogeshwari (W)",Mumbai
Manasvi Spine And Ortho Care,"First floor, Sai Plaza, Near Tilak Post office, Dr.R P Road, Dombivali (E), Thane",Mumbai
Mangal Prabhu Nursing Home,Mangal Prabhu Polyclinic Plot No 27 Sector 24 Sanpada-Juinagar,Mumbai
Manisha Universal Multispeciality Hospital,"2nd Floor, Manisha height, vaishali Nagar, Near HP Petrol Pump, LBS Road, Mulund (W)",Mumbai
Manishas Sparshad Nursing Home,"D-wing, 1st & 2nd Floor, Saishrutsti Bldg, Adj Shangrila Biscut Company, Opp Bharat Pertrol Pump, L.B.S.Marg, Bhandup West",Mumbai
Manorama Nursing Home Unit-II,"SHREE OMKAR CHS LTD, PRINCE PARK, BLDG NO 05, VIRAR ROAD",Mumbai
Manorma Nursing Home,"Sai Sadan, Building No 3, Ambawadi Opp, Divine School, Nalasopara (E)",Mumbai
Masina Hospital Trust,"Sant Savta Mali Marg, Near Gloria School, Near Byculla Railway Station (East), Mumbai- 400027, Maharashtra",Mumbai
Matoshree Multispeciality Hospital Advance Affordable Ethical,"Shop No-10/11/ 14/15, Trupati Icon, Plot No 425, Sector 20, Near Central Bank, Kamothe, Raigad",Mumbai
Matrix Multi Speciality Hospital,"Opp Andhra Bank, Near Ambedkar Chowk, TV Tower, Badlapur (E), Thane",Mumbai
Mauli Accident & General Hospital,"Neelkanth Height , Plot NO.104A/ first floor, Sector 14, Kamothe Navi Mumbai",Mumbai
Mauli Hospital,"Shop No.2, Mauli Medical, Mauli Builuding Balkum Pada 2, Thane (W)",Mumbai
Max Care Hospital,"1st & 2nd, Floor Near N.H.School Road, Opp. Asmita College, Mira Road (E), Thane",Mumbai
Max Vision Advance Eye Care Centre,"216-A, 2nd Floor, Soham Plaza, Manpada Bus Stop, G B Road, Chitalsar",Mumbai
Medicare Hospital,"MAROL METRO STATION, SIR M.V.ROAD, MAROL, ANDHERI EAST, MUMBAI-400059",Mumbai
Medicover Hospital (A Unit of Sahrudaya Healthcare Private Limited),"Plot No 1, Sector 10, Opp. Elite Enclave CHS.Near Bank of India. Kharghar. Panvel, Navi Mumbai.",Mumbai
Medihope Hospital,"Ground Floor, Radha Krishna Sankul, Near Nutan Vidayalaya, Karnik Road, Opp Holy cross hospital, Kalyan (West)",Mumbai
Meditech Hospital,"Classic Country, Behind New Shahi Hotel, Mira Bhayandar Rd, opp. Old Petrol Pum, Mira Road East, Mumbai, Maharashtra",Mumbai
Meher Ambe Hospital,"Rajsneha Bldg S N Road, Opp Rationing Office, Mulund (W)",Mumbai
Mehta Eye Clinic Pvt Clinic,"3RD, FLOOR, JAYANT ARCADE, M. G. ROAD, GHATKOPAR (E), MUMBAI - 400077",Mumbai
Mehta Hospital & Fertility Center,"Rushabh Plaza, B-wing, Pleasant Park, Near Brand Factory, Mira Road (E), Thane",Mumbai
Mehta Nursing Home,"101, Rite Golden Creast, Opp Hanuman Temple, Daulat Nagar, Borivali (E)",Mumbai
Metropol Multispeciality Hospital,"202, 2nd Floor, Soham Plaza, G B Road, Manpada Naka, Thane (west)",Mumbai
MGM Hospital,"PLOT NO.35,SECTOR NO.3,VASHI,NAVI MUMBAI-400703",Mumbai
MGM Hospital,"KALYAN SHILL ROAD,NEAR KATAI NAKA,DOMBIVALI (E )",Mumbai
Mgm New Bombay Hospital,"Plot No.35, Sector 3, Near Vashi Police Station",Mumbai
Mhatre Accident Hospital,Shivaji Road Opp Oanvel ST Depot,Mumbai
Mira Bhayander Institute For Reproductive Assistance,Plot No 568/1 Near Sacasar Susiness Park 150 Feet Cross Road Bhayander,Mumbai
Mitr Health Care Hospital,"Eden Garden CHS,Sector - 5, Ploto No. 37, Kharghar, 410210,Maharashtra",Mumbai
MOC - Cellcure Cancer Centre,"1st Floor, Blue Nile Building, Charai Chandanwadi Signal, junction of Almeida Raod and LBS Road, Thane west 400601",Mumbai
MOC Cellcure Cancer Centre Pvt Ltd.,"1st Floor, Shreepati Arcade, Nana Chowk, Kemps Corner, August Kranti Road, Grant Road West. Mumbai 400036",Mumbai
Moc Hospital,"1st floor, Khodiyar Apartments, Daulat Nagar, Road No. 6, Mumbai",Mumbai
Modi General Hospital & Icu,"237/3258, Opposite municipal market, Tagore nagar, Vikhroli (E)",Mumbai
Modi Hospital,"Shreenagar, Wagle Estate, Thane (W)",Mumbai
Mody Hospital & Icu,"Plot No. 1, 2 & 3, Sector 2, Airoli",Mumbai
Mohit Hospital,"C-Koyna, Shantivan Complex, Near National Park, Bo",Mumbai
More Hospital & Icu,"A / 101,102, Shop No. 1,2,Shree Sai Shardhha Soc, Plot No12, Sec17, Khanda Colony New Panvel East, Panvel",Mumbai
Motherhood Hospital Unit Of Reha Healthcare Pvt Ltd,"Fountain Square,Plot no.5,Sector-7,kharghar, Navi Mumbai-410 210",Mumbai
Mpct Hospital,"Plot No 7, Sector 4, Near Swami Vivekanand college and School, Sanpada (E)",Mumbai
Mukund Maternity & Surgical Nursing Home,"Mukund Nagar CHS, Marol, Andheri-Kurla Road, Andheri",Mumbai
Mumbai Eye Care Cornea And Lasik Center,"101/102, Sai Vaibhav CHS, Vikrant Circle, Rajawadi, Tilak Road, Ghatkopar (E)",Mumbai
Nahar Multispeciality Hospital,"KASURI-ASHISH 2ND FLOOR, NEAR VYANKATESH PETROL PUMP",Mumbai
Nairs Eye Clinic,"plot no.68,mihir villa ,opp.juma masjid,sec.-4,panvel",Mumbai
Nakoda Hospital,"Nageshwar Park, Devchand Nagar, 60 Feet Road, Bhayander (W)",Mumbai
Nakshatra Multispeciality Hospital Llp,"Grace Plaza, Opp Arena House, Road No.12, MIDC,Opp Gold finch Hotel, Andheri (E)",Mumbai
Namita Polyclinic And Hospital,"Ganga Shalimar building,Navyug nagar,S.V.Road,Dahisar(E),",Mumbai
Narendra Hospital,"Kasturba Road 5, Borivali (E)",Mumbai
National Hospital,"Matru ashish Bldg , Next To Madhav Hall, M.G. Road, Borivali (E)",Mumbai
National Hospital & ICCU,"Vikas Paradise, 1st Floor, Bhakti Marg, Off LBS Ro, Mulund (W)",Mumbai
Navjeevan Hospital & Iccu,"Archana jyoti 1st floor plot no-18, sector 17,Near Central Park, DBC vashi Navi Mumbai",Mumbai
Navkaar Hospital,"Lal Bahadur Shastri Marg, next to Varanda banquets, Bhandup, Bhandup West, Mumbai, Maharashtra 400078",Mumbai
Neel Orthopedic Superspeciality Hospital,"1st floor Sheetal Niketan Co-op Hsg School Opp Hum video NR Sai baba hospital,Bhayander,",Mumbai
Neon Hospital,"1St And 2Nd Floor Mukta Arcade, Kalyan Shill Road, Above Regent Honda Showroom, Thane",Mumbai
Neptune Superspeciality Hospital,Jai Hanuman Plaza Opp DNS Bank Shankara Nagar Kalyan- Shill Road Sonarpada,Mumbai
New Bombay Hospital,"First floor, B-Wing, Mahavir Plaza, Sector 19, Near Gaidevi Maidan, Airoli, Navi Mumbai",Mumbai
New Life Maternity And Children Hospital,"Bapu Daji Niwas, Plot No. 84/85, 1St Floor, Station Road Ghansoli, Mumbai",Mumbai
New Life Maternity And Childrens Hospital,"Enkay Square Chs, Shop No. 06, Plot No. 21, Sector 06, Koparkhairane, Navi Mumbai.",Mumbai
New Life Nursing Home,"Tirupati Tower, Thakur Complex, Op Mahindra and Mahindra, Western Express Highwary, Kandivali (E)",Mumbai
New Medanta Hospital,"Plot No 04/A, Sector-1, Near Airoli Naka, Airoli, Navi Mumbai",Mumbai
New Milliennium Multispeciality Hospital,"Plot No 17 C, Sector 5, Sanpada",Mumbai
New Pulse Multispeciality Hospital,"DHARTI HIGHT'S, PLOT NO, 28 SEC 21,KAMOTHE NAVI MUMBAI",Mumbai
New Saiganga Hospital,"101, Pandurang Krupa ,Near Hanuman Temple, Navghar Road, Bhayander (E)",Mumbai
Neway Hospital,"Plot No.34, sector -6, Sanpada",Mumbai
Nidhi Nursing Home & Iccu,"Neelyog Apartments, Ground Floor, M G Road, Opposite Patel Nagar, Kandivali (W), Mumbai",Mumbai
Nimai's Borneo Mother & Child Care Hospital,"1st and 2nd floor,Larkins 315 ,Namdeo Wadi Marg,Panch Pakhadi ,Thane",Mumbai
Niramay Hospital,"Plot No.148, Vasudev Balwant Phadak Road, MCCH Society Panvel , Old Panvel, Raigad",Mumbai
Niramaya Holistic Health Services Pvt Ltd,"Plot No.-5 A,Sector 4 ,kharghar,Near bal Bharti School",Mumbai
Nirmal Nursing Home,"Gokul, First Floor, 93 Ranade Road, Shivaji Park,dadar",Mumbai
Noble Hospital,"First Floor, Sant Sawata Mali, Bhaji mandai, Opp Pooja Madhuban Theater, Dombivali(E)",Mumbai
Nulife Hospital,"Balkrishna Apt, Rajandraprasad Road, Opp. Tilak Nagar Post office , Dombivli (E)",Mumbai
Nulife Hospital,"A1, HARE KRISHNA BUILDING, 1st & 2nd FLOOR, L. B. S.MARG, GHATKOPAR WEST, MUMBAI - 400086",Mumbai
Ojas Nursing Home,"Plot No 8-3, Sector 8, Nerul, Phase-II, Behind M G M School",Mumbai
Om Hospital,"Shreepant Nagari, Opp Shani Mandir, Azad Road, Paraki Remedi Vasai west",Mumbai
Om Hospital,"B/9 , Poonam Nagar, Phase III, Opp. Sector 7, Shanti Park , Mira Road (E)",Mumbai
Om Hospital & Polyclinic & Icu,"1st Floor Commerce Centre, Above United Western Bank, Ram Nagar, Tandon Road",Mumbai
Om Navjeevan Hospital Pvt Ltd,"Plot no 2, Sec 21, Kharghar,Tata Hospital Road",Mumbai
Om Sairam Nursing Home,"Veer Spendor Building, No. 1, Nallasopara Station Rd, Yashvant Viva Twp, Nalasopara East",Mumbai
Omkar Hospital & Icu,"first floor, Om Sai Apartment, Balkum Pada No 2, Balkum, Thane(W)",Mumbai
Omkar Orthopaedic Hospital,"B 102/103, Prathmesh Vihar Co Operative Housing Society, Virar Agashi Road, Virar (W) , Thane",Mumbai
Optilife Hospital Nx,"Sai Paradise Build, First Floor, G. Gupte Road, Dombivali (W)",Mumbai
Optilife Multispeciality Hospital,"Opp Shivaji Udyog nagar Police Chowky, GB Patharli, Near Manpada Road, Dombivali(E)",Mumbai
Orange Hospital,"A-205, Telipada, Near Dhamankar Naka, Near City Center Mall, Bhiwandi, Thane",Mumbai
Orange Hospital,Garden Plaza Near Ideal Park Seven Square School Lane,Mumbai
Orbit Eye Hospital,"1 st Floor Aftab Classic , opp city hospital , S.v Road, Jogeshwari (W)",Mumbai
Orbit Superspeciality Hospital,"Opp Amar Palav Hotel, Western Express highway, Mira Road (E)",Mumbai
Orchid Multispeciality Hospital,"1st floor, Marvel Building, Sanghvi Complex, Opp. A.J. Diagnostice, Payyade Hotel Lane, Kanungo Estate Road, Mira Road (E), Thane",Mumbai
Orchid Multispeciality Hospital,"Silver Star CHS, 1st Floor, B-wing, Shop No.3,4,5- Plot No. 50, 63, 64, 65 Sector- 18, Kamothe",Mumbai
Orion Multispeciality Hospital,"Nirmal Chhaya Chs, Opp Agarwal Hall, Dombivali, Kalyan",Mumbai
Ortho Centre Hospital,"Ananya, First floor, Gantali Devi Road, Near Ghantali Devi mandir Road, Naupada, Thane W",Mumbai
Orthocare Hospital,"1st Floor, Gautam Chambers, Near Punjani Industrial Estate Near TMC School No.13",Mumbai
Orthonova Hospital,"201-205 Soham Plaza Soham Gardens Opp Manpada PetrOL PUMP Manpada Junction, Ghodbunder Road,",Mumbai
Oscar Hospital,"Nr Kasarvadavali Signal, Opp Jain Mandir G. B Rd, Thane",Mumbai
Oscar Multispeciality Hospital,"Near Manpada Signal, Tikujiniwadi Road, Off Ghodbunder Road, Manpada",Mumbai
Oscar Multispeciality Hospital,"Pooja Enclave, 15-22, D & E Wing, ganesh nagar, Kandivali West",Mumbai
Oscar Superspeciality Hospital,"SHEPHERD ROYAL BLDG, A & B WING, 1ST , 2ND & 3RD FLOOR , OPP. DIVINE DIAGNOSTIC CENTRE, NR. BANGUR NAGAR METRO STATION, GOREGAON WEST. MUMBAI - 400104.",Mumbai
Ozone Multispecilaity Hospital,"Ground Floor, Gagan Supreme Bldg, Next to fire Brigde Office , Vasai -Virar New Link Road- Vasai (E)",Mumbai
Padalkar Hospital & Sicu,"105 Neel Enclave, Sec 10, Khanda Colony, New Panvel, Navi Mumbai",Mumbai
Padmani Nursing Home & Iccu,"110 First Floor, R.R.Realty, Above Axis Bank, Tank road. LBS Marg, Bhandup (W)",Mumbai
Padmawati Maternity & Nursing Home,"215/216, Oswal Oronote, 2nd Floor, Opp Jain Temple, Jesal Park, Bhayander (E)",Mumbai
Panacea Hospital,"Plot no.105/106, Sector -8, New Panvel (E) Navi Mumbai",Mumbai
Panvel Hospital,"101/102, Plot No 260 A, Riddhi Siddhi Plaza, Uran Naka, Old Panvel",Mumbai
Parakh Hospital Pvt Ltd,"Khokhani Lane, Opp Ghatkopar Railway Station, Ghatkopar(E)",Mumbai
Paramount Clinic & Medical Research Centre,"Paramount House, Near Rupali Theatre, Shivaji Road, Panvel",Mumbai
Paramount General Hospital & Iccu,1st & 2nd FLOOR Laxmi Commerical Premises Saki Naka Junction,Mumbai
Parvatibai Chavan Charitable Trust,"Yashwant Hospital Bldg, Dattamandir Cross Road No.1, Dhanukarwadi, Kandivali (W)",Mumbai
Patel Clinic,"Kuber Apartment, Joshi Ali, Panvel City Police Station",Mumbai
Patel Nursing Home,"B, Vishal Apartment, Sir M V Road, Andheri (E)",Mumbai
Patoria Eye Clinic,"301, Mahavir Niwas, Sector - 21",Mumbai
Phadke Hospital,Gaurav Prasad Parnaka Opp Gajanan Maharaj Mandir,Mumbai
Phoenix Hospital And Icu,"First Floor, Siddhivinayak Annesx, Shruti park Bus Stop, Dhokali Naka, Thane (W)",Mumbai
Phoenix Hospital Pvt Ltd,"Block No 895/1789, Near Guru Nanak High School, Kurla camp Road, Ulhasnagar(E)",Mumbai
Phoenix Hospitals,"1st Floor, Poonam Residency 2 CHSL, Holy Cross Road, IC Colony, Borivali (W), Mumbai 400092",Mumbai
Phoenix Hospitals Pvt Ltd,CTS 374 B21 Padma nagar Chikuwadi Borivali W,Mumbai
Pinnacle Orthocenter Llp,"First Floor, Blue Nile, Chandanwadi Signal, Panchpakdi, LBS Marg, Thane(W)",Mumbai
Pkc Hospital,"Plot No 57, Sector -15 A, Vashi, Navi Mumbai",Mumbai
Platinum Hospital,"colours space shopping mall, G-103,D D upadhyay marg , mulund Check naka ,Mulund",Mumbai
Platinum Hospital Pvt Ltd,Shree Sanklap siddhi complex Opp Range Office Vasai,Mumbai
Platinum Multispeciality Hospital,"Sai Priya Building, 1st Floor, Star Colony Manpada Road, Nr.Saibaba Mandir, L.B.Yende Compound, Dombivali €",Mumbai
Polaris Hospital (unit Of Emr Healthcare Services Pvt Ltd ),"2nd Flor, Plot no.19-C, Opposite Shah Kingdom, Sector- 20, Kharghar, Navi Mumbai",Mumbai
Pooja Nursing Home,"1st Floor, Shridhar Smruti, Behind Deodhar Hospital, Gokhale Road",Mumbai
Powai Polyclinic And Hospital,"19/A, Opp I.I.T. Main Gate, Powai",Mumbai
Prachin Healthcare Hospital,Plot No 69/2 Behind Hotel Garden Panvel,Mumbai
Pragati Hospital And Icu,"Ground Floor, Rajshree Sahu Maharaj Complex, Near RSM School, Rajiv Gandhi Nagar",Mumbai
Pragati Multispeciality Hospital,"Sai Vaibhave Bldg, First Floor, Near Mulgaonkar Hospital, R.J. Road, Dahisar (E)",Mumbai
Prakash Eye Care Centre,"Unit No 203, Link Lotus Bldg, Mith Chowky Signal, Opp Zenith Hospital, Link Rd Marve Rd Junction, Malad (W)",Mumbai
Prakruti Care Hospital & Iccu,"Siddheshwar Arcade, 2nd Floor, Opp. Manisha Nagar",Mumbai
Pranjali Maternity Surgical & General Hospital,"Veer Savarkar Nagar, Opp R J Thakur College",Mumbai
Prathamesh Hospital,"Namdev Vihar, D-wing, 1st Floor, Don Bosco pre School, Chikanghar Rambhag No. 4, Kalyan (W) Thane",Mumbai
Prime Criticare Hospital,"Hasnain Tower, Kausa Mumbra, Thane",Mumbai
Prism Eye Institute & Research Centre Llp,"Pl No 63 Sector 1 (S), Behind CIDCO Office New Panvel",Mumbai
Priyadarshani Nursing Home,"1st,2nd & 3rd floor M-Baria Estate Kargil Nagar Road Opp- Manvel Pada Talao Virar East,Palghar-401305",Mumbai
Purnima Hospital,"Road No.8, Daulat Nagar, Borivali East , Mumbai",Mumbai
Purohit Clinic,"Plot 78, MCCH Society Near BAMS High School,Panvel",Mumbai
R G Stone In Collaboration With Bhakti Vedanta Hospital,"Bhakti Vedanta Hospital, Shristi Complex, Bhakti Vedanta Swami Marg, Near Dalmia School & Royal College,",Mumbai
R G Stone Urological Research Institute,"21-A,Sita Bhuvan,14th A-Road,Ahimsa Marg,Khar West",Mumbai
R G Stone Urology & Laparoscopy ( Andheri (w)c,"C Wing Dhananjay APT , behind Balaji Studio Off Veera Desai road ,Andheri (W)400059",Mumbai
R G Stone Urology Centre (hira Mongi Navneet Hospital Mulund),Valji Ladha Road Mulund w,Mumbai
R R Hospital ( Unit Of Kagzi Hospital & Medical Research Centre ),P 14 MIDC Phase Dombivali Milapnagar Opp Pendharkar college,Mumbai
R&R Eyecare Hospital,"01 Ground Floor 376 Sanjay Building 2, Telang Cross Rd Number 3",Mumbai
Radha Krishna Hospital,"Satelite Garden, 1st Floor, Phase II, Film City Road, Hanuman Nagar, Bus Stop, Goregaon East",Mumbai
Raghukamal Hospital Eye Care Centre,"Anthshil 66, 3rd Floor, Orlem Marve Road, Above Dena Bank, Opp. Garden Court Hotel, Malad (W)",Mumbai
Rajpal Hospital & Institute,"Plot No. 13, Sector 10, Near D-mart, Kopar Khairane, Navi Mumbai",Mumbai
Raksha Multispeciality Hospital Pvt Ltd,"1st Floor, D-11, Asmita Jyoti Bldg, Near Atharva College, Charkop Naka, Marve Road, Malad (West), Mumbai",Mumbai
Ram Lok Ent Hospital,"Shree Sai Mahal Building, 1st Floor, Opposite Post Office, Fatak Road, Bhayander (W), Thane",Mumbai
Ranade Superspeciality Eye Centre,"103, Soham CHS, Above Karekar Jewellers, Opp. ShivSagar Hotel, Ram Maruti Road, Thane (w)",Mumbai
Rathod Hospital,"201 & 202, Motibhai Tower, Opp Badlapur West Railway Stn. Near Vaishali Theater, Badlapur (W)",Mumbai
Rathod Nursing Home,"Shiv Sagar Complex, Plot B, A Wing, T P Road",Mumbai
Ravi Surgical Nursing Home,"`B Kedarnath 60 Ft Road, Devchand Nagar, Opp : 52",Mumbai
Reliance Hospital,"Plot No. X8 & X-8/1,MIDC TTC Industrial Area , Millenium Business Park, Kopar Khairane, Navi Mumbai",Mumbai
Revival Bone And Joint Hospital,"Yojana Bld.,Off. Gokhale road near malhar cinema naupada thane west",Mumbai
Riddhi eye clinic,"104/B.S.B. Apartment rai dongri, carter road: No.",Mumbai
Riddhi Siddhi Hospital Pvt Ltd,"1st Floor ,Sheetal Plaza opp. Shivar Garden , Mira Bhayandar Road Bhayandar East Mumbai Maharashtra 401107",Mumbai
Riddhi Vinayak Critical Care And Cardiac Centre,"Pushpachandra Apt., 559/1, Riddhi Vinayak Temple Lane, Nr N. L. High School, S. V. Road, Malad (W)",Mumbai
Riddhivinayak Multispeciality Hospital,"Plot 302, Near Railway Carshed, Ahead of Fun Fiesta Mall, Virar Nalasopara Road, Nallsopara West",Mumbai
Risha Eye Hospital,"B-01/02, KRISHNA RETAIL SPACE, OPP. K.M.P.D. SCHOOL, TULINJ ROAD, NALLASOPARA EAST -401209",Mumbai
Rohit Nursing Home,"Meher Co-operative Hsg Soc.,4 Shanti Nagar, S V Road, Dahisar(E)",Mumbai
Romeen Medico Surgical Hospital,"Group No.1, Near BMC School, tagore Nagar -1, Vikhroli (E)",Mumbai
Royal Childrens Hospital,"Radha Krishna Sankool, Opp. Holy Cross Hospital, Karnik Road, Kalyan (W), Thane",Mumbai
Ruby Hospital,"Laxmi Shopping Centre, H.D Marg, Opp Ghatkopar Railway Station,(West) Mumba",Mumbai
Ruby Medical Centre,"283/3633, Tagora Near Group No. 2, Near taxi Stand",Mumbai
S L Raheja Hospital,"Raheja Rugnalaya Marg, Mahim",Mumbai
S S Hospital And Research Center,"Pavanputra Enclave, Opp Jain Temple, Thane Bhiwandi Road -Thane",Mumbai
Saanvi Ent Hospital,"First floor, Shreeji Southern, Khadakpada Circle, Above Bikaner Sweets, Kalyan (W)",Mumbai
Saarth Netralaya,"102, Gautameshwar Dham, Ramnagar, Tandon road, Dombivli E, Thane",Mumbai
Saarthi Hospital,"JAMUNA SADAN, 1ST FLOOR, M G ROAD, NR. PAANCH RASTA, MULUND WEST, MUMBAI - 400080",Mumbai
Sadguru Hospital,"Plot No. 170, Sector -25, Talavali Node, Ghansoli, Navi Mumbai",Mumbai
Saee Children and Dental Hospital,"Ratnajyot Building, 1st Floor, Above Monginis Cake Shop, Near Vegetable Market, Lodha Heaven, Nilje, Dombivli (E), Thane",Mumbai
Sahayog Hospital & Research Centre,"Yashwant Vihar Complex,Bolinj Virar (W)",Mumbai
Sahil Hospital,"1st Floor, Tawde Niwas, Khopat, Thane (W)",Mumbai
